     Time        Chn     ID          Name                             Event Type    Dir    DLC   Data length   Data                            
 [+] 8.607850    CAN 1   18DA17F9x   KWP2000                          CAN Frame     Rx     8     8             22 FF CC FF FF FF 00 FF         
 [+] 8.608423    CAN 1   18DA17F9x   KWP2000                          CAN Frame     Rx     8     8             23 FF 33 FF FF 66 FF FF         
 [+] 8.608983    CAN 1   18DA17F9x   KWP2000                          CAN Frame     Rx     8     8             24 99 FF FF CC FF FF FF         
 [+] 8.609531    CAN 1   18DA17F9x   KWP2000                          CAN Frame     Rx     8     8             25 07 07 07 0D 0D 0D 14         
 [+] 8.610075    CAN 1   18DA17F9x   KWP2000                          CAN Frame     Rx     8     8             26 14 14 1A 1A 1A 21 21         
 [+] 8.610616    CAN 1   18DA17F9x   KWP2000                          CAN Frame     Rx     8     8             27 21 27 27 27 2D 2D 2D         
 [+] 8.611156    CAN 1   18DA17F9x   KWP2000                          CAN Frame     Rx     8     8             28 34 34 34 3A 3A 3A 41         
 [+] 8.611696    CAN 1   18DA17F9x   KWP2000                          CAN Frame     Rx     8     8             29 41 41 47 47 47 4D 4D         
 [+] 8.612228    CAN 1   18DA17F9x   KWP2000                          CAN Frame     Rx     8     8             2A 4D 54 54 54 5A 5A 5A         
 [+] 8.612761    CAN 1   18DA17F9x   KWP2000                          CAN Frame     Rx     8     8             2B 61 61 61 67 67 67 6D         
 [+] 8.613297    CAN 1   18DA17F9x   KWP2000                          CAN Frame     Rx     8     8             2C 6D 6D 74 74 74 7A 7A         
 [+] 8.613841    CAN 1   18DA17F9x   KWP2000                          CAN Frame     Rx     8     8             2D 7A 81 81 81 87 87 87         
 [+] 8.614373    CAN 1   18DA17F9x   KWP2000                          CAN Frame     Rx     8     8             2E 8D 8D 8D 94 94 94 9A         
 [+] 8.614910    CAN 1   18DA17F9x   KWP2000                          CAN Frame     Rx     8     8             2F 9A 9A A1 A1 A1 A7 A7         
 [+] 8.615446    CAN 1   18DA17F9x   KWP2000                          CAN Frame     Rx     8     8             20 A7 AD AD AD B4 B4 B4         
 [+] 8.615994    CAN 1   18DA17F9x   KWP2000                          CAN Frame     Rx     8     8             21 BA BA BA C1 C1 C1 C7         
 [+] 8.616534    CAN 1   18DA17F9x   KWP2000                          CAN Frame     Rx     8     8             22 C7 C7 CD CD CD D4 D4         
 [+] 8.617071    CAN 1   18DA17F9x   KWP2000                          CAN Frame     Rx     8     8             23 D4 DA DA DA E1 E1 E1         
 [+] 8.617623    CAN 1   18DA17F9x   KWP2000                          CAN Frame     Rx     8     8             24 E7 E7 E7 ED ED ED F4         
 [+] 8.618179    CAN 1   18DA17F9x   KWP2000                          CAN Frame     Rx     8     8             25 F4 F4 FA FA FA 01 01         
 [+] 8.618739    CAN 1   18DA17F9x   KWP2000                          CAN Frame     Rx     8     8             26 01 18 01 88 08 00 01         
 [+] 8.619308    CAN 1   18DA17F9x   KWP2000                          CAN Frame     Rx     8     8             27 00 00 88 01 D0 01 00         
 [+] 8.619876    CAN 1   18DA17F9x   KWP2000                          CAN Frame     Rx     8     8             28 00 00 30 00 60 00 98         
 [+] 8.620436    CAN 1   18DA17F9x   KWP2000                          CAN Frame     Rx     8     8             29 00 C8 00 F8 A0 01 A0         
 [+] 8.620980    CAN 1   18DA17F9x   KWP2000                          CAN Frame     Rx     8     8             2A 31 A0 61 A0 99 A0 C9         
 [+] 8.621537    CAN 1   18DA17F9x   KWP2000                          CAN Frame     Rx     8     8             2B A0 F9 20 03 20 33 20         
 [+] 8.622089    CAN 1   18DA17F9x   KWP2000                          CAN Frame     Rx     8     8             2C 63 20 9B 20 CB 20 FB         
 [+] 8.622641    CAN 1   18DA17F9x   KWP2000                          CAN Frame     Rx     8     8             2D C0 04 C0 34 C0 64 C0         
 [+] 8.623193    CAN 1   18DA17F9x   KWP2000                          CAN Frame     Rx     8     8             2E 9C C0 CC C0 FC 40 06         
 [+] 8.623742    CAN 1   18DA17F9x   KWP2000                          CAN Frame     Rx     8     8             2F 40 36 40 66 40 9E 40         
 [+] 8.624306    CAN 1   18DA17F9x   KWP2000                          CAN Frame     Rx     8     8             20 CE 40 FE E0 07 E0 37         
 [+] 8.624870    CAN 1   18DA17F9x   KWP2000                          CAN Frame     Rx     8     8             21 E0 67 E0 9F E0 CF E0         
 [+] 8.625426    CAN 1   18DA17F9x   KWP2000                          CAN Frame     Rx     8     8             22 FF 06 00 06 30 06 60         
 [+] 8.625975    CAN 1   18DA17F9x   KWP2000                          CAN Frame     Rx     8     8             23 06 98 06 C8 06 F8 A6         
 [+] 8.626511    CAN 1   18DA17F9x   KWP2000                          CAN Frame     Rx     8     8             24 01 A6 31 A6 61 A6 99         
 [+] 8.627051    CAN 1   18DA17F9x   KWP2000                          CAN Frame     Rx     8     8             25 A6 C9 A6 F9 26 03 26         
 [+] 8.627583    CAN 1   18DA17F9x   KWP2000                          CAN Frame     Rx     8     8             26 33 26 63 26 9B 26 CB         
 [+] 8.628128    CAN 1   18DA17F9x   KWP2000                          CAN Frame     Rx     8     8             27 26 FB C6 04 C6 34 C6         
 [+] 8.628664    CAN 1   18DA17F9x   KWP2000                          CAN Frame     Rx     8     8             28 64 C6 9C C6 CC C6 FC         
 [+] 8.629200    CAN 1   18DA17F9x   KWP2000                          CAN Frame     Rx     8     8             29 46 06 46 36 46 66 46         
 [+] 8.629740    CAN 1   18DA17F9x   KWP2000                          CAN Frame     Rx     8     8             2A 9E 46 CE 46 FE E6 07         
 [+] 8.630293    CAN 1   18DA17F9x   KWP2000                          CAN Frame     Rx     8     8             2B E6 37 E6 67 E6 9F E6         
 [+] 8.630845    CAN 1   18DA17F9x   KWP2000                          CAN Frame     Rx     8     8             2C CF E6 FF 0C 00 0C 30         
 [+] 8.631389    CAN 1   18DA17F9x   KWP2000                          CAN Frame     Rx     8     8             2D 0C 60 0C 98 0C C8 0C         
 [+] 8.631933    CAN 1   18DA17F9x   KWP2000                          CAN Frame     Rx     8     8             2E F8 AC 01 AC 31 AC 61         
 [+] 8.632474    CAN 1   18DA17F9x   KWP2000                          CAN Frame     Rx     8     8             2F AC 99 AC C9 AC F9 2C         
 [+] 8.633018    CAN 1   18DA17F9x   KWP2000                          CAN Frame     Rx     8     8             20 03 2C 33 2C 63 2C 9B         
 [+] 8.633562    CAN 1   18DA17F9x   KWP2000                          CAN Frame     Rx     8     8             21 2C CB 2C FB CC 04 CC         
 [+] 8.634098    CAN 1   18DA17F9x   KWP2000                          CAN Frame     Rx     8     8             22 34 CC 64 CC 9C CC CC         
 [+] 8.634643    CAN 1   18DA17F9x   KWP2000                          CAN Frame     Rx     8     8             23 CC FC 4C 06 4C 36 4C         
 [+] 8.635187    CAN 1   18DA17F9x   KWP2000                          CAN Frame     Rx     8     8             24 66 4C 9E 4C CE 4C FE         
 [+] 8.635735    CAN 1   18DA17F9x   KWP2000                          CAN Frame     Rx     8     8             25 EC 07 EC 37 EC 67 EC         
 [+] 8.636287    CAN 1   18DA17F9x   KWP2000                          CAN Frame     Rx     8     8             26 9F EC CF EC FF 13 00         
 [+] 8.636840    CAN 1   18DA17F9x   KWP2000                          CAN Frame     Rx     8     8             27 13 30 13 60 13 98 13         
 [+] 8.637384    CAN 1   18DA17F9x   KWP2000                          CAN Frame     Rx     8     8             28 C8 13 F8 B3 01 B3 31         
 [+] 8.637920    CAN 1   18DA17F9x   KWP2000                          CAN Frame     Rx     8     8             29 B3 61 B3 99 B3 C9 B3         
 [+] 8.638460    CAN 1   18DA17F9x   KWP2000                          CAN Frame     Rx     8     8             2A F9 33 03 33 33 33 63         
 [+] 8.639005    CAN 1   18DA17F9x   KWP2000                          CAN Frame     Rx     8     8             2B 33 9B 33 CB 33 FB D3         
 [+] 8.639541    CAN 1   18DA17F9x   KWP2000                          CAN Frame     Rx     8     8             2C 04 D3 34 D3 64 D3 9C         
 [+] 8.640085    CAN 1   18DA17F9x   KWP2000                          CAN Frame     Rx     8     8             2D D3 CC D3 FC 53 06 53         
 [+] 8.640617    CAN 1   18DA17F9x   KWP2000                          CAN Frame     Rx     8     8             2E 36 53 66 53 9E 53 CE         
 [+] 8.641166    CAN 1   18DA17F9x   KWP2000                          CAN Frame     Rx     8     8             2F 53 FE F3 07 F3 37 F3         
 [+] 8.641726    CAN 1   18DA17F9x   KWP2000                          CAN Frame     Rx     8     8             20 67 F3 9F F3 CF F3 FF         
 [+] 8.642274    CAN 1   18DA17F9x   KWP2000                          CAN Frame     Rx     8     8             21 19 00 19 30 19 60 19         
 [+] 8.642826    CAN 1   18DA17F9x   KWP2000                          CAN Frame     Rx     8     8             22 98 19 C8 19 F8 B9 01         
 [+] 8.643359    CAN 1   18DA17F9x   KWP2000                          CAN Frame     Rx     8     8             23 B9 31 B9 61 B9 99 B9         
 [+] 8.643907    CAN 1   18DA17F9x   KWP2000                          CAN Frame     Rx     8     8             24 C9 B9 F9 39 03 39 33         
 [+] 8.644439    CAN 1   18DA17F9x   KWP2000                          CAN Frame     Rx     8     8             25 39 63 39 9B 39 CB 39         
 [+] 8.644979    CAN 1   18DA17F9x   KWP2000                          CAN Frame     Rx     8     8             26 FB D9 04 D9 34 D9 64         
 [+] 8.645520    CAN 1   18DA17F9x   KWP2000                          CAN Frame     Rx     8     8             27 D9 9C D9 CC D9 FC 59         
 [+] 8.646056    CAN 1   18DA17F9x   KWP2000                          CAN Frame     Rx     8     8             28 06 59 36 59 66 59 9E         
 [+] 8.646608    CAN 1   18DA17F9x   KWP2000                          CAN Frame     Rx     8     8             29 59 CE 59 FE F9 07 F9         
 [+] 8.647160    CAN 1   18DA17F9x   KWP2000                          CAN Frame     Rx     8     8             2A 37 F9 67 F9 9F F9 CF         
 [+] 8.647725    CAN 1   18DA17F9x   KWP2000                          CAN Frame     Rx     8     8             2B F9 FF 1F 00 1F 30 1F         
 [+] 8.648289    CAN 1   18DA17F9x   KWP2000                          CAN Frame     Rx     8     8             2C 60 1F 98 1F C8 1F F8         
 [+] 8.648845    CAN 1   18DA17F9x   KWP2000                          CAN Frame     Rx     8     8             2D BF 01 BF 31 BF 61 BF         
 [+] 8.649397    CAN 1   18DA17F9x   KWP2000                          CAN Frame     Rx     8     8             2E 99 BF C9 BF F9 3F 03         
 [+] 8.649946    CAN 1   18DA17F9x   KWP2000                          CAN Frame     Rx     8     8             2F 3F 33 3F 63 3F 9B 3F         
 [+] 8.650502    CAN 1   18DA17F9x   KWP2000                          CAN Frame     Rx     8     8             20 CB 3F FB DF 04 DF 34         
 [+] 8.651050    CAN 1   18DA17F9x   KWP2000                          CAN Frame     Rx     8     8             21 DF 64 DF 9C DF CC DF         
 [+] 8.651602    CAN 1   18DA17F9x   KWP2000                          CAN Frame     Rx     8     8             22 FC 5F 06 5F 36 5F 66         
 [+] 8.652155    CAN 1   18DA17F9x   KWP2000                          CAN Frame     Rx     8     8             23 5F 9E 5F CE 5F FE FF         
 [+] 8.652723    CAN 1   18DA17F9x   KWP2000                          CAN Frame     Rx     8     8             24 07 FF 37 FF 67 FF 9F         
 [+] 8.653287    CAN 1   18DA17F9x   KWP2000                          CAN Frame     Rx     8     8             25 FF CF FF FF 41 08 62         
 [+] 8.653827    CAN 1   18DA17F9x   KWP2000                          CAN Frame     Rx     8     8             26 10 A2 10 C3 18 04 21         
 [+] 8.654364    CAN 1   18DA17F9x   KWP2000                          CAN Frame     Rx     8     8             27 45 29 66 31 A6 31 C7         
 [+] 8.654908    CAN 1   18DA17F9x   KWP2000                          CAN Frame     Rx     8     8             28 39 08 42 49 4A 69 4A         
 [+] 8.655444    CAN 1   18DA17F9x   KWP2000                          CAN Frame     Rx     8     8             29 AA 52 CB 5A 0C 63 2D         
 [+] 8.655976    CAN 1   18DA17F9x   KWP2000                          CAN Frame     Rx     8     8             2A 6B 6D 6B AE 73 CF 7B         
 [+] 8.656509    CAN 1   18DA17F9x   KWP2000                          CAN Frame     Rx     8     8             2B 10 84 30 84 71 8C 92         
 [+] 8.657045    CAN 1   18DA17F9x   KWP2000                          CAN Frame     Rx     8     8             2C 94 D3 9C 14 A5 34 A5         
 [+] 8.657577    CAN 1   18DA17F9x   KWP2000                          CAN Frame     Rx     8     8             2D 75 AD 96 B5 D7 BD 17         
 [+] 8.658113    CAN 1   18DA17F9x   KWP2000                          CAN Frame     Rx     8     8             2E BE 38 C6 79 CE 9A D6         
 [+] 8.658658    CAN 1   18DA17F9x   KWP2000                          CAN Frame     Rx     8     8             2F DB DE FB DE 3C E7 7D         
 [+] 8.659218    CAN 1   18DA17F9x   KWP2000                          CAN Frame     Rx     8     8             20 EF 9E F7 DE F7 FF FF         
 [+] 8.659778    CAN 1   18DA17F9x   KWP2000                          CAN Frame     Rx     8     8             21 10 01 65 05 00 01 00         
 [+] 8.660342    CAN 1   18DA17F9x   KWP2000                          CAN Frame     Rx     8     8             22 00 94 04 D0 01 00 00         
 [+] 8.660887    CAN 1   18DA17F9x   KWP2000                          CAN Frame     Rx     8     8             23 C6 9C FF FF 3C E7 71         
 [+] 8.661419    CAN 1   18DA17F9x   KWP2000                          CAN Frame     Rx     8     8             24 8C AA 52 13 9D 79 CE         
 [+] 8.661999    CAN 1   18DA17F9x   KWP2000                          CAN Frame     Rx     8     8             25 00 00 00 00 00 00 00         
 [+] 8.662575    CAN 1   18DA17F9x   KWP2000                          CAN Frame     Rx     8     8             26 00 00 00 00 00 00 00         
